date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:06:48	479150/479150	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202016%2004:32:02%20GMT	http://templates.thememodern.com/amwal/images/Slider/home1/2.jpg	C:/Mes%20Sites%20Web/nehemie05/templates.thememodern.com/amwal/images/Slider/home1/2.jpg	(from http://templates.thememodern.com/amwal/index.html)
13:06:48	217137/217137	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202016%2004:29:13%20GMT	http://templates.thememodern.com/amwal/images/Project/2.jpg	C:/Mes%20Sites%20Web/nehemie05/templates.thememodern.com/amwal/images/Project/2.jpg	(from http://templates.thememodern.com/amwal/index.html)
13:06:54	12076/12076	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202016%2004:30:07%20GMT	http://templates.thememodern.com/amwal/images/Testimonial/2.jpg	C:/Mes%20Sites%20Web/nehemie05/templates.thememodern.com/amwal/images/Testimonial/2.jpg	(from http://templates.thememodern.com/amwal/index.html)
13:06:56	7242/7242	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202016%2004:30:08%20GMT	http://templates.thememodern.com/amwal/images/Testimonial/3.jpg	C:/Mes%20Sites%20Web/nehemie05/templates.thememodern.com/amwal/images/Testimonial/3.jpg	(from http://templates.thememodern.com/amwal/index.html)
13:07:00	15646/15646	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202016%2004:30:09%20GMT	http://templates.thememodern.com/amwal/images/Testimonial/4.jpg	C:/Mes%20Sites%20Web/nehemie05/templates.thememodern.com/amwal/images/Testimonial/4.jpg	(from http://templates.thememodern.com/amwal/index.html)
13:07:01	79637/79637	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202016%2004:30:05%20GMT	http://templates.thememodern.com/amwal/images/Testimonial/1.jpg	C:/Mes%20Sites%20Web/nehemie05/templates.thememodern.com/amwal/images/Testimonial/1.jpg	(from http://templates.thememodern.com/amwal/index.html)
13:07:06	18941/18941	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Sep%202016%2004:28:31%20GMT	http://templates.thememodern.com/amwal/images/Footer/footer-map.png	C:/Mes%20Sites%20Web/nehemie05/templates.thememodern.com/amwal/images/Footer/footer-map.png	(from http://templates.thememodern.com/amwal/index.html)
13:07:12	178485/178485	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Sep%202016%2004:29:15%20GMT	http://templates.thememodern.com/amwal/images/Project/4.jpg	C:/Mes%20Sites%20Web/nehemie05/templates.thememodern.com/amwal/images/Project/4.jpg	(from http://templates.thememodern.com/amwal/index.html)
13:07:21	85578/85578	---M--	200	added ('OK')	application/javascript	date:Wed,%2014%20Sep%202016%2004:30:53%20GMT	http://templates.thememodern.com/amwal/js/vendor/jquery.min.js	C:/Mes%20Sites%20Web/nehemie05/templates.thememodern.com/amwal/js/vendor/jquery.min.js	(from http://templates.thememodern.com/amwal/index.html)
13:07:24	8044/8044	---M--	200	added ('OK')	application/javascript	date:Tue,%2029%20Sep%202020%2008:57:13%20GMT	http://templates.thememodern.com/amwal/js/plugins/jquery.waypoints.min.js	C:/Mes%20Sites%20Web/nehemie05/templates.thememodern.com/amwal/js/plugins/jquery.waypoints.min.js	(from http://templates.thememodern.com/amwal/index.html)
13:07:24	68954/68954	---M--	200	added ('OK')	application/javascript	date:Wed,%2014%20Sep%202016%2004:30:53%20GMT	http://templates.thememodern.com/amwal/js/vendor/bootstrap.js	C:/Mes%20Sites%20Web/nehemie05/templates.thememodern.com/amwal/js/vendor/bootstrap.js	(from http://templates.thememodern.com/amwal/index.html)
